uid,institution,institution_short,sector,country,iso3,region,n_authors_here,year,primary_domain,is_singapore
doi:10.1177/09564624261424560,Peter Doherty Institute for Infection and Immunity,Doherty,research_institute,Australia,AUS,Oceania,1,2026,sti,0
doi:10.1177/09564624261424560,National Skin Centre,NSC,hospital,Singapore,SGP,Southeast Asia,1,2026,sti,1
doi:10.1002/advs.76769,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,16,2026,vector_borne,1
doi:10.1093/cid/ciag361,Harvard University,Harvard,university,United States,USA,North America,5,2026,tb,0
doi:10.1093/cid/ciag361,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,1,2026,tb,0
doi:10.1016/j.vaccine.2026.129079,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,2,2026,rti,0
doi:10.1016/j.vaccine.2026.129079,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1186/s12985-026-03231-0,A*STAR Infectious Diseases Labs,ID Labs,research_institute,Singapore,SGP,Southeast Asia,2,2026,vector_borne,1
doi:10.1186/s12985-026-03231-0,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.3390/cells15131146,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,17,2026,rti,1
doi:10.3390/cells15131146,Singapore Immunology Network,SIgN,research_institute,Singapore,SGP,Southeast Asia,3,2026,rti,1
doi:10.1016/j.jare.2026.09.007,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,2,2026,amr_hai,1
doi:10.5492/wjccm.v15.i1.110763,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,3,2026,tb,1
doi:10.5492/wjccm.v15.i1.110763,National University Hospital,NUH,hospital,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1038/s41598-026-59102-9,National University Health System,NUHS,hospital,Singapore,SGP,Southeast Asia,2,2026,other_id,1
doi:10.1038/s41598-026-59102-9,National University Hospital,NUH,hospital,Singapore,SGP,Southeast Asia,2,2026,other_id,1
doi:10.1371/journal.pone.0349232,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.3390/antibiotics15080715,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.7759/cureus.113372,Changi General Hospital,CGH,hospital,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1039/d6sc00255b,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.2196/67870,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,4,2026,rti,0
doi:10.2196/67870,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,4,2026,rti,1
doi:10.1093/cid/ciaf467,World Health Organization,WHO,government,Denmark,DNK,Europe,2,2026,tb,0
doi:10.1093/cid/ciaf467,Harvard University,Harvard,university,United States,USA,North America,2,2026,tb,0
doi:10.1093/cid/ciaf467,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,1,2026,tb,0
doi:10.1016/j.vaccine.2026.128917,Takeda Pharmaceuticals,Takeda,industry,United States,USA,North America,9,2026,vector_borne,0
doi:10.1016/j.vaccine.2026.128917,Mahidol University,Mahidol,university,Thailand,THA,Southeast Asia,1,2026,vector_borne,0
doi:10.1016/j.vaccine.2026.128917,Singapore General Hospital,SGH,hospital,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.1038/s41467-026-75954-1,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,2,2026,rti,1
doi:10.1016/j.ijid.2026.109080,University of Hong Kong,HKU,university,China,CHN,East Asia,5,2026,rti,0
doi:10.1016/j.ijid.2026.109080,National University Health System,NUHS,hospital,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1097/jnr.0000000000000757,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1177/09564624261440693,National Skin Centre,NSC,hospital,Singapore,SGP,Southeast Asia,3,2026,sti,1
doi:10.1177/09564624261440693,Singapore General Hospital,SGH,hospital,Singapore,SGP,Southeast Asia,1,2026,sti,1
doi:10.1111/imcb.70135,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.3389/fimmu.2026.1824198,National University Health System,NUHS,hospital,Singapore,SGP,Southeast Asia,5,2026,other_id,1
doi:10.3389/fimmu.2026.1824198,DSO National Laboratories,DSO,research_institute,Singapore,SGP,Southeast Asia,3,2026,other_id,1
doi:10.3389/fimmu.2026.1824198,Singapore General Hospital,SGH,hospital,Singapore,SGP,Southeast Asia,3,2026,other_id,1
doi:10.3389/fimmu.2026.1824198,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,2,2026,other_id,1
doi:10.3389/fimmu.2026.1824198,Changi General Hospital,CGH,hospital,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.1016/j.immuni.2026.07.006,Peter Doherty Institute for Infection and Immunity,Doherty,research_institute,Australia,AUS,Oceania,5,2026,vector_borne,0
doi:10.1016/j.immuni.2026.07.006,Singapore Immunology Network,SIgN,research_institute,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.1016/j.immuni.2026.07.006,SingHealth,SingHealth,hospital,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.1097/qai.0000000000003852,World Health Organization,WHO,government,Switzerland,CHE,Europe,1,2026,sti,0
doi:10.1038/s44321-026-00502-9,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.1016/j.lanwpc.2026.101917,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,8,2026,amr_hai,1
doi:10.1016/j.lanwpc.2026.101917,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,2,2026,amr_hai,1
doi:10.1016/j.lanwpc.2026.101917,Mahidol University,Mahidol,university,Thailand,THA,Southeast Asia,1,2026,amr_hai,0
doi:10.1016/j.lanwpc.2026.101917,University of Oxford,Oxford,university,United Kingdom,GBR,Europe,1,2026,amr_hai,0
doi:10.1136/bjo-2026-329771,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,2,2026,amr_hai,1
doi:10.1136/bjo-2026-329771,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,2,2026,amr_hai,1
doi:10.1136/bjo-2026-329771,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.21037/jtd-2025-aw-2166,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,5,2026,tb,1
doi:10.21037/jtd-2025-aw-2166,Khoo Teck Puat Hospital,KTPH,hospital,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1002/cpz1.70454,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,6,2026,amr_hai,1
doi:10.1002/cpz1.70454,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1128/spectrum.03617-25,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,2,2026,amr_hai,1
doi:10.1186/s13046-026-03708-4,SingHealth,SingHealth,hospital,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1371/journal.pgph.0006151,SingHealth,SingHealth,hospital,Singapore,SGP,Southeast Asia,1,2026,sti,1
doi:10.1038/s41564-026-02439-8,University of Melbourne,Melbourne,university,Australia,AUS,Oceania,18,2026,vector_borne,0
doi:10.1038/s41564-026-02439-8,Peter Doherty Institute for Infection and Immunity,Doherty,research_institute,Australia,AUS,Oceania,5,2026,vector_borne,0
doi:10.1038/s41564-026-02439-8,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,3,2026,vector_borne,1
doi:10.1093/ajrccm/aamag444,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1136/bmjresp-2026-004413,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,3,2026,tb,1
doi:10.1136/bmjresp-2026-004413,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,1,2026,tb,0
doi:10.1186/s12879-026-14123-7,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.1038/s41598-026-56516-3,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,2,2026,amr_hai,1
doi:10.1016/j.actatropica.2026.108314,University of Malaya,UM,university,Malaysia,MYS,Southeast Asia,4,2026,vector_borne,0
doi:10.1016/j.actatropica.2026.108314,A*STAR Infectious Diseases Labs,ID Labs,research_institute,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.1111/irv.70269,National University Health System,NUHS,hospital,Singapore,SGP,Southeast Asia,2,2026,rti,1
doi:10.1039/d6nr00924g,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1038/s41467-026-76186-z,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.1016/j.ijid.2026.108860,Singapore General Hospital,SGH,hospital,Singapore,SGP,Southeast Asia,2,2026,tb,1
doi:10.1016/j.ijid.2026.108860,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,4,2026,tb,1
doi:10.1016/j.ijid.2026.108860,National Cancer Centre Singapore,NCCS,hospital,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1016/j.ijid.2026.108860,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1136/fmch-2026-004076,SingHealth,SingHealth,hospital,Singapore,SGP,Southeast Asia,5,2026,rti,1
doi:10.1136/fmch-2026-004076,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1016/j.ijid.2026.108586,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1371/journal.ppat.1014190,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,4,2026,vector_borne,1
doi:10.1016/j.jsb.2026.108314,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,5,2026,vector_borne,1
doi:10.1016/j.jsb.2026.108314,Experimental Drug Development Centre,EDDC,research_institute,Singapore,SGP,Southeast Asia,2,2026,vector_borne,1
doi:10.1007/978-1-0716-5328-9_7,Temasek Life Sciences Laboratory,TLL,research_institute,Singapore,SGP,Southeast Asia,2,2026,amr_hai,1
doi:10.1007/978-1-0716-5328-9_7,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1038/s43856-026-01678-4,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,9,2026,other_id,1
doi:10.1038/s43856-026-01678-4,SingHealth,SingHealth,hospital,Singapore,SGP,Southeast Asia,5,2026,other_id,1
doi:10.1038/s43856-026-01678-4,Singapore General Hospital,SGH,hospital,Singapore,SGP,Southeast Asia,4,2026,other_id,1
doi:10.1038/s43856-026-01678-4,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.1093/oxfimm/iqag010,Harvard University,Harvard,university,United States,USA,North America,1,2026,rti,0
doi:10.1093/oxfimm/iqag010,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1155/carm/1612186,National University Hospital,NUH,hospital,Singapore,SGP,Southeast Asia,9,2026,rti,1
doi:10.1155/carm/1612186,Alexandra Hospital,AH,hospital,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1016/j.ijid.2026.108932,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,14,2026,rti,1
doi:10.1016/j.ijid.2026.108932,National University Hospital,NUH,hospital,Singapore,SGP,Southeast Asia,3,2026,rti,1
doi:10.1016/j.ijid.2026.108932,National University Health System,NUHS,hospital,Singapore,SGP,Southeast Asia,1,2026,rti,1
doi:10.1371/journal.pmed.1005205,University of Oxford,Oxford,university,United Kingdom,GBR,Europe,9,2026,amr_hai,0
doi:10.1371/journal.pmed.1005205,Mahidol University,Mahidol,university,Thailand,THA,Southeast Asia,4,2026,amr_hai,0
doi:10.1371/journal.pmed.1005205,Oxford University Clinical Research Unit,OUCRU,research_institute,Viet Nam,VNM,Southeast Asia,1,2026,amr_hai,0
doi:10.1371/journal.pmed.1005205,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1371/journal.pmed.1005205,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,1,2026,amr_hai,0
doi:10.1093/pnasnexus/pgag273,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,32,2026,amr_hai,1
doi:10.1093/pnasnexus/pgag273,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,2,2026,amr_hai,1
doi:10.1093/ofid/ofag422,University of Oxford,Oxford,university,United Kingdom,GBR,Europe,5,2026,vector_borne,0
doi:10.1093/ofid/ofag422,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.1093/ofid/ofag422,Mahidol University,Mahidol,university,Thailand,THA,Southeast Asia,2,2026,vector_borne,0
doi:10.1093/ofid/ofag422,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,2,2026,vector_borne,0
doi:10.3390/pathogens15050511,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.3390/pathogens15050511,National Public Health Laboratory,NPHL,government,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.1017/ash.2026.10298,Singapore General Hospital,SGH,hospital,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1017/ash.2026.10298,University of Hong Kong,HKU,university,Hong Kong SAR,HKG,East Asia,1,2026,amr_hai,0
doi:10.1371/journal.pntd.0014382,Oxford University Clinical Research Unit,OUCRU,research_institute,Viet Nam,VNM,Southeast Asia,7,2026,vector_borne,0
doi:10.1371/journal.pntd.0014382,University of Oxford,Oxford,university,United Kingdom,GBR,Europe,8,2026,vector_borne,0
doi:10.1371/journal.pntd.0014382,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,2,2026,vector_borne,1
doi:10.1371/journal.pntd.0014382,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.1371/journal.pntd.0014382,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.1038/s41598-026-57407-3,University of Hong Kong,HKU,university,China,CHN,East Asia,7,2026,tb,0
doi:10.1038/s41598-026-57407-3,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1016/j.actatropica.2026.108305,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,4,2026,vector_borne,1
doi:10.1016/j.actatropica.2026.108305,University of Malaya,UM,university,Malaysia,MYS,Southeast Asia,1,2026,vector_borne,0
doi:10.1093/jac/dkag215,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,1,2026,amr_hai,0
doi:10.1093/jac/dkag215,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1093/jac/dkag215,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1093/jac/dkag215,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1093/jac/dkag215,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1093/jac/dkag215,Peter Doherty Institute for Infection and Immunity,Doherty,research_institute,Australia,AUS,Oceania,1,2026,amr_hai,0
doi:10.1093/jac/dkag215,University of Melbourne,Melbourne,university,Australia,AUS,Oceania,2,2026,amr_hai,0
doi:10.1093/cid/ciag538,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,7,2026,other_id,1
doi:10.1093/cid/ciag538,University of Oxford,Oxford,university,United Kingdom,GBR,Europe,1,2026,other_id,0
doi:10.1093/cid/ciag538,Mahidol University,Mahidol,university,Thailand,THA,Southeast Asia,5,2026,other_id,0
doi:10.1093/cid/ciag538,National University Hospital,NUH,hospital,Singapore,SGP,Southeast Asia,3,2026,other_id,1
doi:10.1093/cid/ciag538,University of Malaya,UM,university,Malaysia,MYS,Southeast Asia,2,2026,other_id,0
doi:10.1093/cid/ciag538,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.1093/cid/ciag538,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.1093/cid/ciag538,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.1093/cid/ciag538,Communicable Diseases Agency,CDA,government,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.1093/cid/ciag538,Singapore General Hospital,SGH,hospital,Singapore,SGP,Southeast Asia,2,2026,other_id,1
doi:10.1093/cid/ciag538,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,1,2026,other_id,1
doi:10.1080/22221751.2026.2665001,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,6,2026,other_id,1
doi:10.47102/annals-acadmedsg.2026237,National University Hospital,NUH,hospital,Singapore,SGP,Southeast Asia,7,2026,amr_hai,1
doi:10.47102/annals-acadmedsg.2026237,Alexandra Hospital,AH,hospital,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.47102/annals-acadmedsg.2026237,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,2,2026,amr_hai,1
doi:10.1016/j.celrep.2026.117311,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,9,2026,tb,1
doi:10.1016/j.celrep.2026.117311,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,2,2026,tb,1
doi:10.1016/j.celrep.2026.117311,A*STAR Infectious Diseases Labs,ID Labs,research_institute,Singapore,SGP,Southeast Asia,3,2026,tb,1
doi:10.1016/j.celrep.2026.117311,University of Oxford,Oxford,university,United Kingdom,GBR,Europe,1,2026,tb,0
doi:10.1038/s44321-026-00378-9,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,4,2026,tb,1
doi:10.1038/s44321-026-00378-9,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1038/s44321-026-00378-9,University of Oxford,Oxford,university,United Kingdom,GBR,Europe,1,2026,tb,0
doi:10.1128/mbio.03518-25,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,2,2026,amr_hai,1
doi:10.3390/insects17070716,Environmental Health Institute,EHI,government,Singapore,SGP,Southeast Asia,5,2026,vector_borne,1
doi:10.3390/insects17070716,National Environment Agency,NEA,government,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.3390/insects17070716,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.3390/insects17070716,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,vector_borne,1
doi:10.1021/acs.jmedchem.5c01616,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,7,2026,tb,1
doi:10.1021/acs.jmedchem.5c01616,Experimental Drug Development Centre,EDDC,research_institute,Singapore,SGP,Southeast Asia,4,2026,tb,1
doi:10.1021/acs.jmedchem.5c01616,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,1,2026,tb,1
doi:10.1021/acssensors.6c00688,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,3,2026,rti,1
doi:10.7759/cureus.101901,Changi General Hospital,CGH,hospital,Singapore,SGP,Southeast Asia,2,2026,sti,1
doi:10.1021/acs.est.6c03391,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2026,amr_hai,1
doi:10.1021/acssensors.5c04309,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,2,2026,amr_hai,1
doi:10.1016/j.mtbio.2026.103530,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,7,2026,other_id,1
doi:10.1016/j.socscimed.2026.119146,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,4,2026,sti,1
doi:10.1016/j.socscimed.2026.119146,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,1,2026,sti,0
doi:10.3390/insects17080770,Environmental Health Institute,EHI,government,Singapore,SGP,Southeast Asia,5,2026,vector_borne,1
doi:10.1080/21505594.2025.2580163,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,8,2025,vector_borne,1
doi:10.1080/21505594.2025.2580163,National University Health System,NUHS,hospital,Singapore,SGP,Southeast Asia,2,2025,vector_borne,1
doi:10.1016/s1473-3099(24)00794-1,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2025,vector_borne,1
doi:10.1016/s1473-3099(24)00794-1,World Health Organization,WHO,government,Switzerland,CHE,Europe,4,2025,vector_borne,0
doi:10.1016/s1473-3099(24)00794-1,US Centers for Disease Control and Prevention,US CDC,government,United States,USA,North America,2,2025,vector_borne,0
doi:10.1016/j.survophthal.2025.09.011,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,7,2025,tb,1
doi:10.1016/j.survophthal.2025.09.011,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,2,2025,tb,1
doi:10.1016/j.survophthal.2025.09.011,Universitas Indonesia,UI,university,Indonesia,IDN,Southeast Asia,2,2025,tb,0
doi:10.1016/j.survophthal.2025.09.011,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,2,2025,tb,1
doi:10.1016/j.survophthal.2025.09.011,Harvard University,Harvard,university,United States,USA,North America,1,2025,tb,0
doi:10.1016/j.survophthal.2025.09.011,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,1,2025,tb,1
doi:10.1016/j.ajic.2025.11.002,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,2,2025,rti,1
doi:10.1007/s10461-025-04964-9,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,4,2025,sti,1
doi:10.1007/s10461-025-04964-9,National University Health System,NUHS,hospital,Singapore,SGP,Southeast Asia,6,2025,sti,1
doi:10.1093/cid/ciae601,Harvard University,Harvard,university,United States,USA,North America,2,2025,tb,0
doi:10.1093/cid/ciae601,World Health Organization,WHO,government,Sweden,SWE,Europe,1,2025,tb,0
doi:10.1093/cid/ciae601,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,1,2025,tb,0
doi:10.1186/s13756-025-01656-w,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,4,2025,amr_hai,1
doi:10.1186/s13756-025-01656-w,Ng Teng Fong General Hospital,NTFGH,hospital,Singapore,SGP,Southeast Asia,1,2025,amr_hai,1
doi:10.1038/s41598-025-86139-z,Environmental Health Institute,EHI,government,Singapore,SGP,Southeast Asia,5,2025,vector_borne,1
doi:10.1038/s41598-025-86139-z,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,1,2025,vector_borne,1
doi:10.1038/s41598-025-86139-z,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2025,vector_borne,1
doi:10.1038/s41598-025-86139-z,University of Melbourne,Melbourne,university,Australia,AUS,Oceania,1,2025,vector_borne,0
doi:10.1093/ofid/ofaf610,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,2,2025,amr_hai,1
doi:10.1128/jvi.01597-25,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2025,sti,1
doi:10.47102/annals-acadmedsg.2025246,National University Hospital,NUH,hospital,Singapore,SGP,Southeast Asia,6,2025,tb,1
doi:10.47102/annals-acadmedsg.2025246,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,6,2025,tb,1
doi:10.47102/annals-acadmedsg.2025246,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,4,2025,tb,1
doi:10.47102/annals-acadmedsg.2025246,Sengkang General Hospital,SKGH,hospital,Singapore,SGP,Southeast Asia,1,2025,tb,1
doi:10.47102/annals-acadmedsg.2025246,Singapore General Hospital,SGH,hospital,Singapore,SGP,Southeast Asia,2,2025,tb,1
doi:10.47102/annals-acadmedsg.2025246,Alexandra Hospital,AH,hospital,Singapore,SGP,Southeast Asia,1,2025,tb,1
doi:10.1128/spectrum.01353-25,Tan Tock Seng Hospital,TTSH,hospital,Singapore,SGP,Southeast Asia,3,2025,tb,1
doi:10.1128/spectrum.01353-25,National Centre for Infectious Diseases,NCID,hospital,Singapore,SGP,Southeast Asia,1,2025,tb,1
doi:10.1186/s41182-025-00846-x,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,1,2025,tb,1
doi:10.1186/s41182-025-00846-x,World Health Organization,WHO,government,Philippines,PHL,Southeast Asia,9,2025,tb,0
doi:10.1016/s2214-109x(25)00105-6,Johns Hopkins University,JHU,university,United States,USA,North America,2,2025,tb,0
doi:10.1016/s2214-109x(25)00105-6,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,2,2025,tb,1
doi:10.1016/s2214-109x(25)00105-6,National University Hospital,NUH,hospital,Singapore,SGP,Southeast Asia,1,2025,tb,1
doi:10.1038/s41467-025-65976-6,National University of Singapore,NUS,university,China,CHN,East Asia,3,2025,amr_hai,0
doi:10.47102/annals-acadmedsg.2025240,National Skin Centre,NSC,hospital,Singapore,SGP,Southeast Asia,3,2025,sti,1
doi:10.1016/j.vaccine.2025.126728,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,5,2025,vector_borne,1
doi:10.1016/j.vaccine.2025.126728,Nanyang Technological University,NTU,university,Singapore,SGP,Southeast Asia,1,2025,vector_borne,1
doi:10.1016/s1473-3099(25)00157-4,Imperial College London,Imperial,university,United Kingdom,GBR,Europe,1,2025,tb,0
doi:10.1016/s1473-3099(25)00157-4,University of Melbourne,Melbourne,university,Australia,AUS,Oceania,1,2025,tb,0
doi:10.1016/s1473-3099(25)00157-4,Harvard University,Harvard,university,United States,USA,North America,1,2025,tb,0
doi:10.1016/s1473-3099(25)00157-4,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,3,2025,tb,0
doi:10.1016/s1473-3099(25)00157-4,World Health Organization,WHO,government,United Kingdom,GBR,Europe,2,2025,tb,0
doi:10.1016/j.ijid.2025.108054,Singapore General Hospital,SGH,hospital,Singapore,SGP,Southeast Asia,5,2025,tb,1
doi:10.1016/j.ijid.2025.108054,Duke-NUS Medical School,Duke-NUS,university,Singapore,SGP,Southeast Asia,2,2025,tb,1
doi:10.1016/j.intf.2025.100335,KK Women's and Children's Hospital,KKH,hospital,Singapore,SGP,Southeast Asia,8,2025,other_id,1
doi:10.1016/j.infpip.2025.100495,Changi General Hospital,CGH,hospital,Singapore,SGP,Southeast Asia,12,2025,amr_hai,1
doi:10.1016/j.infpip.2025.100495,Sengkang General Hospital,SKGH,hospital,Singapore,SGP,Southeast Asia,1,2025,amr_hai,1
doi:10.1038/s41467-025-66606-x,National University of Singapore,NUS,university,Singapore,SGP,Southeast Asia,7,2025,sti,1
doi:10.1038/s41467-025-66606-x,London School of Hygiene & Tropical Medicine,LSHTM,university,United Kingdom,GBR,Europe,1,2025,sti,0
